Invoice_ID,Branch,City,customer_type,gender_customer,product_line,unit_cost,quantity,5pct_markup,revenue,date,time,payment_method,cogs,gm_pct,gross_income,rating
227-07-4446,C,Naypyitaw,Member,FEMALE,Electronic accessories,78.13,10.0,39.065,820.365,02/10/19,20:51,cash,781.3,4.761904762,39.065,4.4
898-04-2717,A,yangon,NORMAL,MALE,Fashion accessories,76.4,9.0,34.38,721.98,3/19/2019,15:49,Ewallet,687.6,4.761904762,34.38,7.5
305-03-2383,A,yangon,Normal,Female,Food and beverages,67.1,3.0,10.065,211.365,2/15/2019,10:36,cash,201.3,4.761904762,10.065,7.5
286-75-7818,B,Mandalay, Normal,Male,Fashion accessories,69.08,2.0,6.908,145.068,1/31/2019,19:48,   credit card,138.16,4.761904762,6.908,6.9
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3.0,5.9865,125.7165,2/21/2019,12:40,Ewallet,119.73,4.761904762,5.9865,9.3
528-14-9470,A,Yangon,Member,Male,HEALTH AND BEAUTY,91.3,1.0,4.565,95.865,2/14/2019,14:42,Ewallet,91.3,4.761904762,4.565,9.2
379-17-6588,C,NAYPYITAW,Normal,Male,Fashion accessories,59.61,10.0,29.805,625.905,3/14/2019,11:07,Cash,596.1,4.761904762,29.805,5.3
729-06-2010,B,MANDALAY,MEMBER,Male,Health And Beauty,80.47,9.0,36.2115,760.4415,01/06/19,11:18,Cash,724.23,4.761904762,36.2115,9.2
719-76-3868,c,Naypyitaw,member,MALE,food and beverages,94.26,4.0,18.852,395.892,03/12/19,16:30,Cash,377.04,4.761904762,18.852,8.6
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4.0,13.452,282.492,1/19/2019,15:28,credit card,269.04,4.761904762,13.452,8.0
642-30-6693,b,mandalay,NORMAL,Female,Sports and travel,54.51,6.0,16.353,343.413,3/17/2019,13:54,,327.06,4.761904762,16.353,7.8
397-25-8725,a,Yangon,  Member ,Female,Health and beauty,39.62,9.0,17.829,374.409,1/13/2019,17:54,   CREDIT CARD ,356.58,4.761904762,17.829,6.8
728-47-9078,C,Naypyitaw,Member,MALE,food and beverages,59.59,4.0,11.918,250.278,1/19/2019,12:46,Cash,238.36,4.761904762,11.918,
448-34-8700,B,MANDALAY,Member,Male,HOME AND LIFESTYLE,36.91,7.0,12.9185,271.2885,02/10/19,13:51,ewallet,258.37,4.761904762,12.9185,6.7
410-67-1709,a,Yangon,  Member ,Female,Fashion accessories,63.88,8.0,25.552,536.592,1/20/2019,17:48,EWALLET,511.04,4.761904762,25.552,9.9
634-97-8956,A,   YANGON,Normal,MALE,Food and beverages,32.9,3.0,4.935,103.635,2/17/2019,17:27,Credit card,98.7,4.761904762,4.935,9.1
285-68-5083,C,Naypyitaw,member,female,Sports and travel,24.74,3.0,3.711,77.931,2/15/2019,17:47,  CREDIT CARD,74.22,4.761904762,3.711,10.0
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1.0,1.921,40.341,02/02/19,16:33,Cash,38.42,4.761904762,1.921,8.6
261-12-8671,B,mandalay,NORMAL,female,Fashion accessories,60.96,2.0,6.096,128.016,1/25/2019,19:39,Credit card,121.92,4.761904762,6.096,4.9
873-51-0671,A,YANGON,MEMBER,FEMALE,sports and travel,21.98,7.0,7.693,161.553,01/10/19,16:42,Ewallet,153.86,4.761904762,7.693,5.1
776-68-1096,B,Mandalay,normal,Male,Home and lifestyle,44.12,3.0,6.618,138.978,3/18/2019,13:45,Credit card,132.36,4.761904762,6.618,7.9
686-41-0932,B,Mandalay,Normal,FEMALE,Fashion accessories,34.7,2.0,3.47,72.87,3/13/2019,19:48, Ewallet,69.4,4.761904762,3.47,8.2
326-71-2155,C,Naypyitaw,Normal,Female,sports and travel,73.95,4.0,14.79,310.59,02/03/19,10:02,Cash,295.8,4.761904762,14.79,6.1
549-03-9315,b,Mandalay,Normal,Male,FASHION ACCESSORIES,94.87,8.0,37.948,796.908,02/12/19,12:58,Ewallet,758.96,4.761904762,37.948,8.7
189-52-0236,A,YANGON,normal,male,ELECTRONIC ACCESSORIES,99.55,7.0,34.8425,731.6925,3/14/2019,12:07,cash,696.85,4.761904762,34.8425,7.6
420-97-3340,A,Yangon,normal,Female,FOOD AND BEVERAGES,71.68,3.0,10.752,225.792,3/28/2019,15:30,Credit card,215.04,4.761904762,10.752,9.2
198-84-7132,B,Mandalay,Member,Male,FASHION ACCESSORIES,40.61,9.0,18.2745,383.7645,01/02/19,13:40,  Cash,365.49,4.761904762,18.2745,7.0
566-71-1091,a, YANGON ,Normal,Male,,77.02,5.0,19.255,404.355,02/03/19,15:59,CASH,385.1,4.761904762,19.255,5.5
316-66-3011,a,yangon,Member,Female,Food And Beverages,47.63,9.0,21.4335,450.1035,1/23/2019,12:35,Cash,428.67,4.761904762,21.4335,5.0
430-53-4718,b,Mandalay,MEMBER,MALE,Health And Beauty,75.37,8.0,30.148,633.108,1/28/2019,15:46,Credit card,602.96,4.761904762,30.148,8.4
339-18-7061,C,naypyitaw,Member,FEMALE,Fashion accessories,92.98,2.0,9.298,195.258,2/13/2019,15:06,CREDIT CARD,185.96,4.761904762,9.298,8.0
889-04-9723,B,Mandalay,Member,Female,Food And Beverages,89.14,4.0,17.828,374.388,01/07/19,12:20,credit card,356.56,4.761904762,17.828,7.8
674-15-9296,A,YANGON,normal,MALE,sports and travel,37.14,5.0,9.285,194.985,01/08/19,13:05,Ewallet,185.7,4.761904762,9.285,5.0
701-23-5550,b, Mandalay ,Member,MALE,HOME AND LIFESTYLE,38.81,4.0,7.762,163.002,3/19/2019,13:40,EWALLET,155.24,4.761904762,7.762,4.9
479-26-8945,B,MANDALAY,MEMBER,Female,Sports and travel,16.49,2.0,1.649,34.629,02/05/19,11:32,   Ewallet  ,32.98,4.761904762,1.649,4.6
503-07-0930,C,naypyitaw,Member,MALE,SPORTS AND TRAVEL,58.39,7.0,20.4365,429.1665,2/23/2019,19:49,   Credit Card,408.73,4.761904762,20.4365,8.2
373-09-4567,C,Naypyitaw,Normal,male,Food and beverages,77.56,10.0,38.78,814.38,3/14/2019,20:35,Ewallet,775.6,4.761904762,38.78,6.9
233-67-5758,C,Naypyitaw,normal,Male,health and beauty,40.35,1.0,2.0175,42.3675,1/29/2019,13:46,Ewallet,40.35,4.761904762,2.0175,6.2
862-17-9201,B,Mandalay,normal,female,FOOD AND BEVERAGES,84.05,6.0,25.215,529.515,1/29/2019,10:48, Credit card  ,504.3,4.761904762,25.215,7.7
835-16-0096,c,Naypyitaw, Member ,Male,Sports And Travel,14.7,5.0,3.675,77.175,3/24/2019,13:48,ewallet,73.5,4.761904762,3.675,8.5
845-94-6841,C,Naypyitaw,Member,FEMALE,FOOD AND BEVERAGES,72.88,9.0,32.796,688.716,01/08/19,19:38,Cash,655.92,4.761904762,32.796,4.0
585-03-5943,B, Mandalay ,normal,Male,HEALTH AND BEAUTY,18.11,10.0,9.055,190.155,3/13/2019,11:46,ewallet,181.1,4.761904762,9.055,5.9
593-95-4461,C,Naypyitaw,MEMBER,MALE,HOME AND LIFESTYLE,74.86,1.0,3.743,78.603,3/24/2019,14:49,cash,74.86,4.761904762,3.743,6.9
131-70-8179,A,Yangon,Member,Female,health and beauty,92.09,3.0,13.8135,290.0835,2/17/2019,16:27, Cash,276.27,4.761904762,13.8135,4.2
453-12-7053,C,Naypyitaw,Normal,Male,Fashion Accessories,45.74,3.0,6.861,144.081,03/10/19,17:38,Credit Card,137.22,4.761904762,6.861,6.5
689-05-1884,A,YANGON,MEMBER,,Health and beauty,48.63,10.0,24.315,510.615,03/04/19,12:44,  cash,486.3,4.761904762,24.315,8.8
742-04-5161,A,YANGON,MEMBER,Male,Home And Lifestyle,72.78,10.0,36.39,764.19,02/03/19,17:24,Cash,727.8,4.761904762,36.39,99.0
605-03-2706,A,Yangon,Normal,Female,health and beauty,15.8,3.0,2.37,49.77,3/25/2019,18:02,cash,47.4,4.761904762,2.37,9.5
376-56-3573,C,Naypyitaw,NORMAL,Female,Fashion accessories,95.42,4.0,19.084,400.764,02/02/19,13:23,   ewallet  ,381.68,4.761904762,19.084,6.4
250-17-5703,A,Yangon,member,,FOOD AND BEVERAGES,18.85,10.0,9.425,197.925,2/27/2019,18:24,Ewallet,188.5,4.761904762,9.425,5.6
354-39-5160,A,Yangon,MEMBER,Female,HOME AND LIFESTYLE,34.42,6.0,10.326,216.846,2/18/2019,15:39,Cash,206.52,4.761904762,10.326,9.8
573-98-8548,c,NAYPYITAW,Member,Female,Fashion accessories,31.9,1.0,1.595,unknown,01/05/19,12:40,EWALLET,31.9,4.761904762,1.595,9.1
587-03-7455,C,naypyitaw,Member,female,FASHION ACCESSORIES,97.79,7.0,34.2265,718.7565,2/16/2019,17:30,Ewallet,684.53,4.761904762,34.2265,4.9
133-14-7229,C,Naypyitaw,Normal,Male,health and beauty,62.87,2.0,6.287,132.027,01/01/19,11:43,cash,125.74,4.761904762,6.287,5.0
629-42-4133,C,Naypyitaw,Normal,Male,health and beauty,21.8,8.0,8.72,183.12,2/19/2019,19:24, Cash,174.4,4.761904762,8.72,8.3
518-71-6847,b,Mandalay,   Member,Male,Food and beverages,26.6,6.0,7.98,167.58,2/26/2019,15:10,   Ewallet,159.6,4.761904762,7.98,4.9
390-31-6381,C, Naypyitaw  ,normal,Male,FOOD AND BEVERAGES,27.22,3.0,4.083,85.743,01/07/19,12:37,Cash,81.66,4.761904762,4.083,7.3
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5.0,11.055,232.155,03/05/19,17:07,credit card,221.1,4.761904762,11.055,8.6
267-62-7380,C,naypyitaw,Member,Male,electronic accessories,82.34,10.0,41.17,864.57,3/29/2019,19:12,ewallet,823.4,4.761904762,41.17,4.3
802-43-8934,a,yangon,Normal,male,home and lifestyle,18.28,1.0,0.914,19.194,3/22/2019,15:05,Credit card,18.28,4.761904762,0.914,8.3
811-35-1094,B,  Mandalay,Member,Male,ELECTRONIC ACCESSORIES,50.45,6.0,15.135,317.835,02/06/19,15:16,credit card,302.7,4.761904762,15.135,8.9
376-02-8238,B,Mandalay,NORMAL,MALE,Home and lifestyle,93.87,8.0,37.548,788.508,02/02/19,18:42,Credit card,750.96,4.761904762,37.548,8.3
210-57-1719,b,Mandalay,Normal,Female,Health and beauty,58.24,9.0,26.208,550.368,02/05/19,12:34,Cash,524.16,4.761904762,26.208,9.7
670-71-7306,B, MANDALAY,normal,Male,sports and travel,44.63,6.0,13.389,281.169,01/02/19,20:08,Credit card,267.78,4.761904762,13.389,5.1
533-66-5566,B,Mandalay,Normal,Female,,51.07,7.0,17.8745,375.3645,01/12/19,11:42,cash,357.49,4.761904762,17.8745,7.0
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,-5.0,4.0,3.594,75.474,2/23/2019,20:43,Ewallet,71.88,4.761904762,3.594,6.4
436-54-4512,A,Yangon,Member,female,food and beverages,91.61,1.0,4.5805,96.1905,3/20/2019,19:44,Cash,91.61,4.761904762,4.5805,9.8
829-49-1914,C,Naypyitaw,Member,FEMALE,Food and beverages,78.31,10.0,39.155,822.255,03/05/19,16:24,Ewallet,783.1,4.761904762,39.155,6.6
848-62-7243,a,Yangon,NORMAL,MALE,HEALTH AND BEAUTY,24.89,9.0,11.2005,235.2105,3/15/2019,15:36,Cash,224.01,4.761904762,11.2005,7.4
891-01-7034,B,Mandalay, normal  ,FEMALE,Electronic accessories,74.71,6.0,22.413,470.673,01/01/19,19:07,Cash,448.26,4.761904762,22.413,6.7
430-60-3493,A,Yangon,member,Female,HOME AND LIFESTYLE,94.88,7.0,33.208,697.368,02/03/19,14:38,  cash,664.16,4.761904762,33.208,4.2
574-22-5561,C,NAYPYITAW,Member,Female,Fashion accessories,82.63,10.0,41.315,867.615,3/19/2019,17:08,EWALLET,826.3,4.761904762,41.315,7.9
588-47-8641,A,YANGON,Member,Male,fashion accessories,56.04,10.0,28.02,588.42,1/14/2019,19:30,EWALLET,560.4,4.761904762,28.02,4.4
359-94-5395,B,Mandalay,Normal,Male,health and beauty,92.78,1.0,4.639,97.419,3/15/2019,10:50,  CREDIT CARD,92.78,4.761904762,4.639,9.8
233-34-0817,C,Naypyitaw,Member,FEMALE,Electronic accessories,98.84,1.0,4.942,103.782,2/15/2019,11:21,Cash,98.84,4.761904762,4.942,8.4
505-02-0892,B,MANDALAY,Member,Male,Health and beauty,42.57,8.0,17.028,357.588,2/25/2019,14:12,Ewallet,340.56,4.761904762,17.028,5.6
641-62-7288,B,Mandalay,   normal  ,Male,HOME AND LIFESTYLE,99.92,6.0,29.976,629.496,3/24/2019,13:33,Ewallet,599.52,4.761904762,29.976,7.1
407-63-8975,A,yangon,NORMAL,Male,Food and beverages,73.88,6.0,22.164,465.444,3/23/2019,19:16,   ewallet ,443.28,4.761904762,22.164,4.4
196-01-2849,C,Naypyitaw,MEMBER,Female,Fashion accessories,73.38,7.0,25.683,539.343,02/10/19,13:56,Cash,513.66,4.761904762,25.683,9.5
877-22-3308,a,Yangon,Member,Male,Health and beauty,15.87,10.0,7.935,166.635,3/13/2019,16:40,cash,158.7,4.761904762,7.935,5.8
280-17-4359,C,Naypyitaw,Member,male,HEALTH AND BEAUTY,90.5,10.0,45.25,950.25,1/25/2019,13:48,CASH,905.0,4.761904762,45.25,8.1
374-38-5555,B,MANDALAY,Normal,FEMALE,Fashion Accessories,63.71,5.0,15.9275,334.4775,02/07/19,19:30,Ewallet,318.55,4.761904762,15.9275,8.5
834-61-8124,a,YANGON, normal  ,Male,electronic accessories,51.69,7.0,18.0915,379.9215,1/26/2019,18:22,  CASH  ,361.83,4.761904762,18.0915,5.5
840-76-5966,A,YANGON,member,Male,sports and travel,12.76,2.0,1.276,26.796,01/08/19,18:06,Ewallet,25.52,4.761904762,1.276,7.8
450-28-2866,C,Naypyitaw,member,Male,FOOD AND BEVERAGES,17.44,5.0,4.36,91.56,1/15/2019,19:25,Cash,87.2,4.761904762,4.36,8.1
441-94-7118,A,Yangon,MEMBER,male,Electronic accessories,71.95,1.0,3.5975,75.5475,02/04/19,12:14,  cash  ,71.95,4.761904762,3.5975,7.3
704-11-6354,A,Yangon,member,Male,Home and lifestyle,58.9,8.0,23.56,494.76,01/06/19,11:23,Cash,471.2,4.761904762,23.56,8.9
372-62-5264,c,NAYPYITAW,   Normal  ,Female,food and beverages,52.6,9.0,23.67,497.07,1/16/2019,14:42,CASH,473.4,4.761904762,23.67,7.6
150-89-8043,A,Yangon,NORMAL,MALE,Sports And Travel,44.65,3.0,6.6975,140.6475,2/14/2019,15:04,Cash,133.95,4.761904762,6.6975,
468-01-2051,B,Mandalay,Normal,Male,FOOD AND BEVERAGES,62.08,7.0,21.728,456.288,03/06/19,13:46,EWALLET,434.56,4.761904762,21.728,5.4
645-78-8093,a,Yangon,  Normal,Female,Sports and travel,93.14,2.0,9.314,195.594,1/20/2019,18:09, Ewallet  ,186.28,4.761904762,9.314,4.1
541-48-8554,A,Yangon,Normal,MALE,Sports and travel,60.95,9.0,27.4275,575.9775,01/07/19,12:08,  credit card,548.55,4.761904762,27.4275,6.0
420-18-8989,a,Yangon, Member,FEMALE,sports and travel,51.52,8.0,20.608,432.768,02/02/19,15:47,Cash,412.16,4.761904762,20.608,9.6
470-31-3286,b,mandalay,Normal,Male,health and beauty,14.82,3.0,2.223,46.683,03/01/19,11:30,Credit card,44.46,4.761904762,2.223,8.7
720-72-2436,A,yangon,normal,male,Food and beverages,66.52,4.0,13.304,279.384,03/02/19,18:14,  Ewallet,266.08,4.761904762,13.304,6.9
785-13-7708,B,mandalay,normal,Male,Food and beverages,73.06,7.0,25.571,536.991,1/14/2019,19:06,CREDIT CARD,511.42,4.761904762,25.571,4.2
477-24-6490,b,MANDALAY, NORMAL  ,Female,Health and beauty,99.71,6.0,29.913,628.173,2/26/2019,16:52,EWALLET,598.26,4.761904762,29.913,7.9
462-78-5240,C,  naypyitaw,normal,female,Electronic accessories,26.61,2.0,2.661,55.881,3/19/2019,14:35,CASH,53.22,4.761904762,2.661,4.2
796-12-2025,C,naypyitaw,NORMAL,Male,FASHION ACCESSORIES,62.12,,31.06,652.26,02/11/19,16:19,cash,621.2,4.761904762,31.06,5.9
512-91-0811,C,   NAYPYITAW  ,normal,male,Health and beauty,89.75,1.0,4.4875,94.2375,02/06/19,20:05,  Credit card,89.75,4.761904762,4.4875,
595-11-5460,a,Yangon,Normal,male,health and beauty,96.58,2.0,9.658,202.818,3/15/2019,10:12,CREDIT CARD,193.16,4.761904762,9.658,5.1
380-94-4661,C,naypyitaw,Member,MALE,Electronic Accessories,65.94,4.0,13.188,276.948,02/07/19,13:05,  Credit Card ,263.76,4.761904762,13.188,6.9
394-43-4238,B,MANDALAY,Member,Male,Home and lifestyle,17.77,5.0,4.4425,93.2925,2/15/2019,12:42,Credit card,88.85,4.761904762,4.4425,5.4
578-80-7669,b,MANDALAY,Normal,Male,sports and travel,74.97,1.0,3.7485,,3/16/2019,16:58,Cash,74.97,4.761904762,3.7485,5.6
881-41-7302,C,   Naypyitaw,   Normal  ,Female,Fashion accessories,64.99,1.0,3.2495,68.2395,1/26/2019,10:06,Credit card,64.99,4.761904762,3.2495,4.5
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6.0,12.318,258.678,03/05/19,13:30,Credit card,246.36,4.761904762,12.318,8.3
381-20-0914,A,Yangon,Member,Female,FASHION ACCESSORIES,20.01,9.0,9.0045,189.0945,01/12/19,15:48,Credit card,180.09,4.761904762,9.0045,5.7
360-39-5055,C,Naypyitaw,MEMBER,Male,sports and travel,48.91,5.0,12.2275,256.7775,03/09/19,10:17,   cash,244.55,4.761904762,12.2275,6.6
787-15-1757,c,Naypyitaw,MEMBER,Male,HEALTH AND BEAUTY,44.07,4.0,8.814,185.094,2/18/2019,16:28,Ewallet,176.28,4.761904762,8.814,8.4
480-63-2856,C,Naypyitaw,normal,MALE,Food and beverages,19.25,8.0,7.7,161.7,1/23/2019,18:37,ewallet,154.0,4.761904762,7.7,6.6
676-10-2200,B, Mandalay  , MEMBER,MALE,,53.78,1.0,2.689,56.469,02/03/19,20:13,EWALLET,53.78,4.761904762,2.689,4.7
162-65-8559,C,NAYPYITAW,Member,Male,FOOD AND BEVERAGES,68.98,1.0,3.449,72.429,1/21/2019,20:13,cash,68.98,4.761904762,3.449,4.8
308-81-0538,A,yangon,Normal,Female,Fashion Accessories,73.05,4.0,14.61,306.81,2/25/2019,17:16,Credit card,292.2,4.761904762,14.61,4.9
243-47-2663,C,NAYPYITAW,Member,Male,electronic accessories,18.77,6.0,5.631,118.251,1/28/2019,16:43,  credit card ,112.62,4.761904762,5.631,5.5
569-76-2760,A,Yangon,Member,FEMALE,Sports and travel,22.01,4.0,4.402,92.442,1/29/2019,18:15,,88.04,4.761904762,4.402,6.6
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5.0,16.8175,353.1675,2/27/2019,17:27,Cash,336.35,4.761904762,16.8175,6.9
848-42-2560,A,Yangon,  NORMAL,Female,fashion accessories,81.91,2.0,8.191,172.011,03/05/19,17:43,CASH,163.82,4.761904762,8.191,7.8
699-14-3026,C,  Naypyitaw,normal,Male,Electronic accessories,85.39,7.0,29.8865,627.6165,3/25/2019,18:30,EWALLET,597.73,4.761904762,29.8865,4.1
704-10-4056,C,naypyitaw,Member,Male,Health and beauty,60.47,3.0,9.0705,190.4805,1/14/2019,10:55,Credit card,181.41,4.761904762,9.0705,5.6
716-39-1409,B,MANDALAY,Normal,,HEALTH AND BEAUTY,30.35,7.0,10.6225,223.0725,3/19/2019,18:19,cash,212.45,4.761904762,10.6225,
871-39-9221,C,naypyitaw,Normal,Female,electronic accessories,12.45,6.0,3.735,78.435,02/09/19,13:11,cash,74.7,4.761904762,3.735,4.1
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,,5.768,121.128,3/29/2019,14:44,   Cash,115.36,4.761904762,5.768,6.4
256-08-8343,A,Yangon,Normal,Female,home and lifestyle,56.53,4.0,11.306,237.426,03/04/19,19:48,EWALLET,226.12,4.761904762,11.306,5.5
390-80-5128,B, MANDALAY ,Member,Female,HEALTH AND BEAUTY,19.15,1.0,0.9575,20.1075,1/28/2019,17:58,Credit card,19.15,4.761904762,0.9575,9.5
865-41-9075,A,Yangon,NORMAL,Male,Food and beverages,11.53,7.0,4.0355,84.7455,1/28/2019,17:35,Cash,80.71,4.761904762,4.0355,8.1
523-38-0215,C,Naypyitaw,Normal,,Home and lifestyle,37.0,1.0,1.85,38.85,03/06/19,13:29,Credit card,37.0,4.761904762,1.85,7.9
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4.0,7.094,148.974,3/14/2019,17:22,CREDIT CARD,141.88,4.761904762,7.094,6.9
805-86-0265,A,Yangon,normal,Male,Home And Lifestyle,93.96,9.0,42.282,887.922,3/20/2019,11:32,Cash,845.64,4.761904762,42.282,9.8
325-89-4209,A,Yangon,  MEMBER ,Male,Food and beverages,87.9,1.0,4.395,92.295,02/05/19,19:42,ewallet,87.9,4.761904762,4.395,6.7
892-05-6689,A,Yangon,normal,Female,Home and lifestyle,28.32,5.0,7.08,148.68,03/11/19,13:28,EWALLET,141.6,4.761904762,7.08,6.2
459-50-7686,A,   yangon,normal,Female,electronic accessories,23.46,6.0,7.038,147.798,1/13/2019,19:14,,140.76,4.761904762,7.038,
151-27-8496,C, NAYPYITAW ,Normal,Female,Electronic Accessories,56.13,4.0,11.226,235.746,1/19/2019,11:43,EWALLET,224.52,4.761904762,11.226,8.6
250-81-7186,c,naypyitaw,Normal,FEMALE,Electronic accessories,99.69,1.0,4.9845,104.6745,2/27/2019,10:23,Credit card,99.69,4.761904762,4.9845,8.0
642-32-2990,A,Yangon,Normal,Female,Food and beverages,10.96,10.0,5.48,115.08,02/02/19,20:48,Ewallet,109.6,4.761904762,5.48,6.0
882-40-4577,A,YANGON, Member,MALE,Sports and travel,67.26,4.0,13.452,282.492,1/19/2019,15:28,CREDIT CARD,269.04,4.761904762,13.452,8.0
845-51-0542,B,Mandalay,Member,,,46.55,9.0,20.9475,439.8975,02/02/19,15:34,Ewallet,418.95,4.761904762,20.9475,6.4
743-88-1662,C,Naypyitaw,Normal,Male,SPORTS AND TRAVEL,95.49,7.0,33.4215,701.8515,2/22/2019,18:17,Ewallet,668.43,4.761904762,33.4215,8.7
509-29-3912,a,yangon,member,Female,Sports and travel,38.72,9.0,17.424,365.904,3/20/2019,12:24,EWALLET,348.48,4.761904762,17.424,4.2
692-92-5582,B,  Mandalay  ,Member,Female,Food And Beverages,54.84,3.0,8.226,172.746,2/20/2019,13:27,CREDIT CARD,164.52,4.761904762,8.226,5.9
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10.0,47.72,1002.12,01/09/19,13:45,cash,954.4,4.761904762,47.72,5.2
848-24-9445,C,Naypyitaw,Member,male,Health and beauty,43.7,2.0,4.37,91.77,3/26/2019,18:03,CASH,87.4,4.761904762,4.37,4.9
655-07-2265,A,Yangon,  Normal  ,Male,Electronic Accessories,78.31,3.0,11.7465,246.6765,03/05/19,16:38,ewallet,234.93,4.761904762,11.7465,5.4
847-38-7188,B,MANDALAY,Normal,Female,Food and beverages,96.68,,14.502,304.542,1/26/2019,19:56,ewallet,290.04,4.761904762,14.502,6.4
286-62-6248,b,Mandalay, Normal ,Male,Fashion accessories,39.21,4.0,7.842,164.682,1/16/2019,20:03,CREDIT CARD,156.84,4.761904762,7.842,9.0
237-44-6163,a,YANGON,normal,Male,Electronic accessories,10.56,8.0,4.224,88.704,1/24/2019,17:43, Cash  ,84.48,4.761904762,4.224,7.6
118-62-1812,C,naypyitaw,Member,Female,Home and lifestyle,78.38,4.0,15.676,329.196,3/24/2019,17:56,Cash,313.52,4.761904762,15.676,7.9
478-06-7835,A,yangon,Normal,Male,Fashion accessories,89.69,1.0,4.4845,94.1745,01/11/19,11:20,Ewallet,89.69,4.761904762,4.4845,4.9
563-91-7120,a,Yangon,   Normal  ,Female,fashion accessories,61.77,5.0,15.4425,324.2925,03/08/19,13:21,Cash,308.85,4.761904762,15.4425,6.7
677-11-0152,C,naypyitaw,normal,Female,Food and beverages,93.26,9.0,41.967,881.307,1/16/2019,18:08,  Cash  ,839.34,4.761904762,41.967,8.8
585-90-0249,A,YANGON,Member,Male,electronic accessories,73.26,1.0,3.663,76.923,1/27/2019,18:08,Ewallet,73.26,4.761904762,3.663,9.7
539-21-7227,B,  mandalay  ,NORMAL,Female,SPORTS AND TRAVEL,51.54,5.0,12.885,270.585,1/26/2019,17:45,CASH,257.7,4.761904762,12.885,4.2
862-59-8517,C,Naypyitaw,normal,FEMALE,Food and beverages,90.24,6.0,27.072,568.512,1/27/2019,11:17,cash,541.44,4.761904762,27.072,6.2
583-72-1480,C, NAYPYITAW ,Member,Male,Electronic accessories,37.06,4.0,7.412,155.652,1/31/2019,16:24,ewallet,148.24,4.761904762,7.412,9.7
114-35-5271,B, Mandalay ,NORMAL,Female,ELECTRONIC ACCESSORIES,57.91,8.0,23.164,486.444,02/07/19,15:06,Cash,463.28,4.761904762,23.164,8.1
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8.0,19.448,408.408,1/24/2019,10:57,Cash,388.96,4.761904762,19.448,5.0
538-22-0304,c,NAYPYITAW,NORMAL,MALE,Electronic accessories,64.95,10.0,32.475,681.975,3/24/2019,18:27,,649.5,4.761904762,32.475,5.2
139-52-2867,C,naypyitaw,Normal,Female,FASHION ACCESSORIES,22.51,7.0,7.8785,165.4485,2/13/2019,10:50,CREDIT CARD,157.57,4.761904762,7.8785,4.8
744-82-9138,C,naypyitaw,normal,Male,fashion accessories,86.13,2.0,8.613,180.873,02/07/19,17:59,   Cash ,172.26,4.761904762,8.613,8.2
616-87-0016,B,Mandalay,Normal,Male,Fashion Accessories,95.54,7.0,33.439,702.219,03/09/19,14:36,Credit card,668.78,4.761904762,33.439,9.6
449-16-6770,A,Yangon,Normal,Male,health and beauty,50.79,5.0,12.6975,266.6475,2/19/2019,14:53,   credit card ,253.95,4.761904762,12.6975,5.3
425-85-2085,b,Mandalay,Member,MALE,HEALTH AND BEAUTY,54.86,5.0,13.715,288.015,3/29/2019,16:48,ewallet,274.3,4.761904762,13.715,9.8
860-79-0874,c,Naypyitaw,Member,Female,Fashion accessories,99.3,10.0,49.65,1042.65,2/15/2019,14:53,CREDIT CARD,993.0,4.761904762,49.65,6.6
220-28-1851,A,Yangon,Normal,male,HOME AND LIFESTYLE,34.73,2.0,3.473,72.933,03/01/19,18:14,Ewallet,69.46,4.761904762,3.473,9.7
315-22-5665,C,NAYPYITAW,Normal,female,Home and lifestyle,73.56,10.0,36.78,772.38,2/24/2019,11:38,Ewallet,735.6,4.761904762,36.78,8.0
782-95-9291,A,YANGON,Member,male,FOOD AND BEVERAGES,92.29,5.0,23.0725,484.5225,2/20/2019,15:55,credit card,461.45,4.761904762,23.0725,9.0
333-23-2632,A,Yangon,Member,Male,HEALTH AND BEAUTY,,7.0,3.528,74.088,3/28/2019,20:14, Cash  ,70.56,4.761904762,3.528,4.2
433-08-7822,C,Naypyitaw,Normal,Female,HEALTH AND BEAUTY,78.89,7.0,27.6115,579.8415,01/05/19,19:48,ewallet,552.23,4.761904762,27.6115,7.5
340-66-0321,A,YANGON,Member,male,ELECTRONIC ACCESSORIES,36.36,4.0,7.272,152.712,3/25/2019,13:07,Cash,145.44,4.761904762,7.272,7.6
173-50-1108,B,mandalay,Member,Female,SPORTS AND TRAVEL,20.18,4.0,4.036,84.756,2/13/2019,12:14,Credit card,80.72,4.761904762,4.036,5.0
810-60-6344,C,Naypyitaw,Normal,FEMALE,Electronic accessories,40.86,8.0,16.344,343.224,02/07/19,14:38,credit card,326.88,4.761904762,16.344,6.5
